assembly_accession	species	subsp	strain
GCF_004847565.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000951
GCF_004847585.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000952
GCF_004847345.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000954
GCF_004848145.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000958
GCF_004847885.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000960
GCF_004847745.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000961
GCF_004847625.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000963
GCF_004847605.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000968
GCF_004847545.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000970
GCF_003324755.1	Salmonella enterica	diarizonae serovar 48:i:z	SA20121591
GCF_000487775.1	Salmonella enterica	enterica serovar Bredeney	CFSAN001080
GCF_000487935.2	Salmonella enterica	enterica serovar Stanleyville	SGSC 2518 SARB61
GCF_000487915.2	Salmonella enterica	enterica serovar Abaetetuba	ATCC 35640
GCF_004847145.1	Salmonella enterica	enterica serovar Bareilly	CFSAN001118
GCF_004847005.1	Salmonella enterica	enterica serovar Bareilly	CFSAN001140
GCF_004847525.1	Salmonella enterica	enterica serovar Bareilly	CFSAN001112
GCF_004847505.1	Salmonella enterica	enterica serovar Bareilly	CFSAN001115
GCF_000462995.1	Salmonella enterica	enterica serovar Gallinarum/pullorum	CDC1983-67
GCF_001975265.1	Salmonella enterica	enterica serovar Blegdam	S-1824
GCF_001975325.1	Salmonella enterica	enterica serovar Bergen	ST350
GCF_001956735.1	Salmonella enterica	enterica serovar Antsalova	S01-0511
GCF_001975285.1	Salmonella enterica	enterica serovar Apapa	SA20060561
GCF_001975345.1	Salmonella enterica	enterica serovar Borreze	SA20041063
GCF_001975245.1	Salmonella enterica	enterica serovar Crossness	1422-74
GCF_001975365.1	Salmonella enterica	enterica serovar Djakarta	S-1087
GCF_001448665.2	Salmonella enterica	enterica serovar Gaminara	SA20063285
GCF_001975385.1	Salmonella enterica	enterica serovar Hillingdon	N1529-D3
GCF_001448705.2	Salmonella enterica	enterica serovar Hvittingfoss	SA20014981
GCF_001975405.1	Salmonella enterica	enterica serovar Johannesburg	ST203
GCF_001448485.2	Salmonella enterica	enterica serovar Kentucky	SA20030505
GCF_001975425.1	Salmonella enterica	enterica serovar Koessen	S-1501
GCF_001975445.1	Salmonella enterica	enterica serovar Krefeld	SA20030536
GCF_002211585.1	Salmonella enterica	enterica serovar Macclesfield	S-1643
GCF_001975515.1	Salmonella enterica	enterica serovar Manchester	ST278
GCF_001448785.2	Salmonella enterica	enterica serovar Milwaukee	SA19950795
GCF_001975555.1	Salmonella enterica	enterica serovar Moscow	S-1843
GCF_002208255.1	Salmonella enterica	enterica serovar Onderstepoort	SA20060086
GCF_001077835.1	Salmonella enterica	enterica serovar Ouakam	Ouakam GTN-01
GCF_002211565.1	Salmonella enterica	enterica serovar Ouakam	SA20034636
GCF_002208315.1	Salmonella enterica	enterica serovar Quebec	S-1267
GCF_001975625.1	Salmonella enterica	enterica serovar Wandsworth	SA20092095
GCF_001975645.1	Salmonella enterica	enterica serovar Yovokome	S-1850
GCF_002211865.1	Salmonella enterica	salamae serovar 55:k:z39	1315K
GCF_002234855.1	Salmonella enterica	arizonae serovar 53:-:-	SA20100345
GCF_003324775.1	Salmonella enterica	arizonae serovar 63:g,z51:-	SA19981204
GCF_002211965.1	Salmonella enterica	diarizonae serovar 50:k:z	MZ0080
GCF_002211825.1	Salmonella enterica	diarizonae serovar 65:c:z	SA20044251
GCF_000626175.1	Salmonella enterica	enterica serovar Enteritidis	EC20110354
GCF_000626295.1	Salmonella enterica	enterica serovar Enteritidis	EC20110355
GCF_000623375.1	Salmonella enterica	enterica serovar Enteritidis	EC20110356
GCF_000623355.1	Salmonella enterica	enterica serovar Enteritidis	EC20110357
GCF_000623335.1	Salmonella enterica	enterica serovar Enteritidis	EC20110358
GCF_000623315.1	Salmonella enterica	enterica serovar Enteritidis	EC20110359
GCF_000623295.1	Salmonella enterica	enterica serovar Enteritidis	EC20110360
GCF_000623275.1	Salmonella enterica	enterica serovar Enteritidis	EC20110361
GCF_000626375.1	Salmonella enterica	enterica serovar Enteritidis	EC20111095
GCF_000626335.1	Salmonella enterica	enterica serovar Enteritidis	EC20111175
GCF_000626355.1	Salmonella enterica	enterica serovar Enteritidis	EC20111174
GCF_000341425.1	Salmonella enterica	enterica serovar Javiana	CFSAN001992
GCF_000430145.2	Salmonella enterica	enterica serovar Typhimurium var. 5-	CFSAN001921 11NY04CB01-S
GCF_000430125.1	Salmonella enterica	enterica serovar Cubana	CFSAN002050
GCF_000430085.2	Salmonella enterica	enterica serovar Heidelberg	CFSAN002069
GCF_000505705.1	Salmonella enterica	enterica serovar Heidelberg	CFSAN002064
GCF_009648815.1	Salmonella enterica	houtenae	SGSC 3086 SARC10
GCF_000499465.1	Salmonella enterica	enterica serovar Bovismorbificans	3114
GCF_002210025.1	Salmonella enterica	enterica serovar Typhimurium var. monophasic 4,5,12:i:-	TW-Stm6
GCF_000756465.1	Salmonella enterica	arizonae serovar 62:z36:-	RKS2983
GCF_006517155.1	Salmonella enterica	enterica serovar Anatum	CFSAN003961
GCF_004798785.1	Salmonella enterica	enterica serovar Senftenberg	CFSAN004025
GCF_000503845.1	Salmonella enterica	enterica serovar Agona	24249
GCF_000505365.2	Salmonella enterica	enterica serovar Cerro	CFSAN001588
GCF_000623175.2	Salmonella enterica	enterica serovar Enteritidis	EC20110223
GCF_000623455.2	Salmonella enterica	enterica serovar Enteritidis	SA19992322
GCF_000626275.2	Salmonella enterica	enterica serovar Enteritidis	EC20090641
GCF_000626255.1	Salmonella enterica	enterica serovar Enteritidis	EC20090698
GCF_000626235.1	Salmonella enterica	enterica serovar Enteritidis	EC20110221
GCF_000624275.2	Salmonella enterica	enterica serovar Enteritidis	EC20110222
GCF_000626215.1	Salmonella enterica	enterica serovar Enteritidis	EC20100101
GCF_000626115.2	Salmonella enterica	enterica serovar Enteritidis	EC20100103
GCF_000623775.2	Salmonella enterica	enterica serovar Enteritidis	EC20090193
GCF_000623755.2	Salmonella enterica	enterica serovar Enteritidis	EC20090135
GCF_000623795.2	Salmonella enterica	enterica serovar Enteritidis	EC20090332
GCF_000626155.2	Salmonella enterica	enterica serovar Enteritidis	EC20090531
GCF_000626135.2	Salmonella enterica	enterica serovar Enteritidis	EC20090884
GCF_000831045.2	Salmonella enterica	enterica serovar Enteritidis	EC20100130
GCF_000831025.2	Salmonella enterica	enterica serovar Enteritidis	EC20100134
GCF_000624395.2	Salmonella enterica	enterica serovar Enteritidis	EC20120002
GCF_000624415.2	Salmonella enterica	enterica serovar Enteritidis	EC20120003
GCF_000623195.2	Salmonella enterica	enterica serovar Enteritidis	EC20120005
GCF_000624435.2	Salmonella enterica	enterica serovar Enteritidis	EC20120007
GCF_000626195.1	Salmonella enterica	enterica serovar Enteritidis	EC20120008
GCF_000626395.1	Salmonella enterica	enterica serovar Enteritidis	EC20120009
GCF_000623715.2	Salmonella enterica	enterica serovar Enteritidis	SA19980677
GCF_000623655.2	Salmonella enterica	enterica serovar Enteritidis	SA19970510
GCF_000623675.2	Salmonella enterica	enterica serovar Enteritidis	SA19970769
GCF_000623155.2	Salmonella enterica	enterica serovar Enteritidis	SA20093266
GCF_000625695.2	Salmonella enterica	enterica serovar Enteritidis	SA20094682
GCF_000623535.2	Salmonella enterica	enterica serovar Enteritidis	SA20084384
GCF_000626495.1	Salmonella enterica	enterica serovar Enteritidis	SA20084824
GCF_000626515.1	Salmonella enterica	enterica serovar Enteritidis	SA20094177
GCF_000626475.1	Salmonella enterica	enterica serovar Enteritidis	SA20084644
GCF_000625735.1	Salmonella enterica	enterica serovar Enteritidis	SA20100239
GCF_000968795.1	Salmonella enterica	enterica serovar Enteritidis	SA20100349
GCF_000624815.2	Salmonella enterica	enterica serovar Enteritidis	SA20121703
GCF_000624115.2	Salmonella enterica	enterica serovar Enteritidis	SA20094521
GCF_000623735.2	Salmonella enterica	enterica serovar Enteritidis	SA19981522
GCF_000623395.2	Salmonella enterica	enterica serovar Enteritidis	SA19981857
GCF_000623615.2	Salmonella enterica	enterica serovar Enteritidis	SA19960848
GCF_000625855.1	Salmonella enterica	enterica serovar Enteritidis	SA20082034
GCF_000625655.1	Salmonella enterica	enterica serovar Enteritidis	SA20085285
GCF_000623515.2	Salmonella enterica	enterica serovar Enteritidis	SA20083636
GCF_000624055.2	Salmonella enterica	enterica serovar Enteritidis	SA20094352
GCF_000624255.1	Salmonella enterica	enterica serovar Enteritidis	SA20095440
GCF_000623575.2	Salmonella enterica	enterica serovar Enteritidis	SA19942384
GCF_000623595.2	Salmonella enterica	enterica serovar Enteritidis	SA19943269
GCF_000625995.2	Salmonella enterica	enterica serovar Enteritidis	SA20123395
GCF_000623695.2	Salmonella enterica	enterica serovar Enteritidis	SA19971331
GCF_000623635.2	Salmonella enterica	enterica serovar Enteritidis	SA19961622
GCF_000623435.2	Salmonella enterica	enterica serovar Enteritidis	SA19983126
GCF_000623475.1	Salmonella enterica	enterica serovar Enteritidis	SA19994216
GCF_000623555.2	Salmonella enterica	enterica serovar Enteritidis	SA19930684
GCF_000626455.1	Salmonella enterica	enterica serovar Enteritidis	SA19940857
GCF_000623415.2	Salmonella enterica	enterica serovar Enteritidis	SA19982831
GCF_000624215.2	Salmonella enterica	enterica serovar Enteritidis	SA20094803
GCF_000624035.2	Salmonella enterica	enterica serovar Enteritidis	SA20094350
GCF_000626535.1	Salmonella enterica	enterica serovar Enteritidis	SA20094301
GCF_000623495.2	Salmonella enterica	enterica serovar Enteritidis	SA20083456
GCF_000624235.2	Salmonella enterica	enterica serovar Enteritidis	SA20095309
GCF_000624195.2	Salmonella enterica	enterica serovar Enteritidis	SA20092320
GCF_000623935.2	Salmonella enterica	enterica serovar Enteritidis	SA20093784
GCF_000623995.2	Salmonella enterica	enterica serovar Enteritidis	SA20093977
GCF_000623955.2	Salmonella enterica	enterica serovar Enteritidis	SA20093788
GCF_000623875.2	Salmonella enterica	enterica serovar Enteritidis	SA20093430
GCF_000625375.2	Salmonella enterica	enterica serovar Enteritidis	SA20090435
GCF_000623855.2	Salmonella enterica	enterica serovar Enteritidis	SA20093421
GCF_000624095.2	Salmonella enterica	enterica serovar Enteritidis	SA20094389
GCF_000624075.2	Salmonella enterica	enterica serovar Enteritidis	SA20094383
GCF_000625355.1	Salmonella enterica	enterica serovar Enteritidis	SA20090419
GCF_000624135.2	Salmonella enterica	enterica serovar Enteritidis	SA20094642
GCF_000623975.2	Salmonella enterica	enterica serovar Enteritidis	SA20093950
GCF_000623915.2	Salmonella enterica	enterica serovar Enteritidis	SA20093543
GCF_000623815.2	Salmonella enterica	enterica serovar Enteritidis	SA20090877
GCF_000623895.2	Salmonella enterica	enterica serovar Enteritidis	SA20093538
GCF_000623835.2	Salmonella enterica	enterica serovar Enteritidis	SA20091739
GCF_000624015.2	Salmonella enterica	enterica serovar Enteritidis	SA20094079
GCF_000624715.1	Salmonella enterica	enterica serovar Enteritidis	EC20121541
GCF_000625275.2	Salmonella enterica	enterica serovar Enteritidis	EC20121825
GCF_000625295.2	Salmonella enterica	enterica serovar Enteritidis	EC20121826
GCF_000624455.2	Salmonella enterica	enterica serovar Enteritidis	EC20120213
GCF_000626095.2	Salmonella enterica	enterica serovar Enteritidis	EC20120200
GCF_000624695.1	Salmonella enterica	enterica serovar Enteritidis	EC20121004
GCF_000625175.2	Salmonella enterica	enterica serovar Enteritidis	EC20120963
GCF_000625075.2	Salmonella enterica	enterica serovar Enteritidis	EC20120776
GCF_000625055.2	Salmonella enterica	enterica serovar Enteritidis	EC20120775
GCF_000625535.1	Salmonella enterica	enterica serovar Enteritidis	EC20120685
GCF_000624375.2	Salmonella enterica	enterica serovar Enteritidis	EC20111576
GCF_000623215.2	Salmonella enterica	enterica serovar Enteritidis	EC20120544
GCF_000624655.2	Salmonella enterica	enterica serovar Enteritidis	EC20120528
GCF_000624315.2	Salmonella enterica	enterica serovar Enteritidis	EC20111515
GCF_000624295.2	Salmonella enterica	enterica serovar Enteritidis	EC20111514
GCF_000624915.2	Salmonella enterica	enterica serovar Enteritidis	EC20121751
GCF_000624895.2	Salmonella enterica	enterica serovar Enteritidis	EC20121750
GCF_000625235.2	Salmonella enterica	enterica serovar Enteritidis	EC20120970
GCF_000623235.2	Salmonella enterica	enterica serovar Enteritidis	EC20120548
GCF_000624635.2	Salmonella enterica	enterica serovar Enteritidis	EC20120505
GCF_000624615.2	Salmonella enterica	enterica serovar Enteritidis	EC20120498
GCF_000624515.2	Salmonella enterica	enterica serovar Enteritidis	EC20120240
GCF_000624495.2	Salmonella enterica	enterica serovar Enteritidis	EC20120229
GCF_000624475.2	Salmonella enterica	enterica serovar Enteritidis	EC20120219
GCF_000626555.2	Salmonella enterica	enterica serovar Enteritidis	EC20111510
GCF_000625615.2	Salmonella enterica	enterica serovar Enteritidis	EC20120722
GCF_000624935.2	Salmonella enterica	enterica serovar Enteritidis	EC20121753
GCF_000624555.2	Salmonella enterica	enterica serovar Enteritidis	EC20120469
GCF_000625595.1	Salmonella enterica	enterica serovar Enteritidis	EC20120697
GCF_000624835.2	Salmonella enterica	enterica serovar Enteritidis	EC20121744
GCF_000625775.2	Salmonella enterica	enterica serovar Enteritidis	EC20121765
GCF_000624575.2	Salmonella enterica	enterica serovar Enteritidis	EC20120496
GCF_000624735.2	Salmonella enterica	enterica serovar Enteritidis	EC20121542
GCF_000625195.2	Salmonella enterica	enterica serovar Enteritidis	EC20120968
GCF_000625755.1	Salmonella enterica	enterica serovar Enteritidis	EC20120677
GCF_000624875.2	Salmonella enterica	enterica serovar Enteritidis	EC20121748
GCF_000624775.2	Salmonella enterica	enterica serovar Enteritidis	EC20121672
GCF_000626435.2	Salmonella enterica	enterica serovar Enteritidis	EC20121747
GCF_000624855.2	Salmonella enterica	enterica serovar Enteritidis	EC20121746
GCF_000624995.2	Salmonella enterica	enterica serovar Enteritidis	EC20120765
GCF_000624755.2	Salmonella enterica	enterica serovar Enteritidis	EC20121671
GCF_000623255.2	Salmonella enterica	enterica serovar Enteritidis	EC20120555
GCF_000624335.2	Salmonella enterica	enterica serovar Enteritidis	EC20111554
GCF_000624595.2	Salmonella enterica	enterica serovar Enteritidis	EC20120497
GCF_000624675.1	Salmonella enterica	enterica serovar Enteritidis	EC20120994
GCF_000624155.2	Salmonella enterica	enterica serovar Enteritidis	EC20120916
GCF_000625255.2	Salmonella enterica	enterica serovar Enteritidis	EC20121812
GCF_000624355.2	Salmonella enterica	enterica serovar Enteritidis	EC20111561
GCF_000625975.2	Salmonella enterica	enterica serovar Enteritidis	EC20122045
GCF_000625955.2	Salmonella enterica	enterica serovar Enteritidis	EC20122033
GCF_000625935.2	Salmonella enterica	enterica serovar Enteritidis	EC20122031
GCF_000625915.2	Salmonella enterica	enterica serovar Enteritidis	EC20122026
GCF_000625895.2	Salmonella enterica	enterica serovar Enteritidis	EC20122022
GCF_000625875.2	Salmonella enterica	enterica serovar Enteritidis	EC20121990
GCF_000625815.2	Salmonella enterica	enterica serovar Enteritidis	EC20121989
GCF_000625795.2	Salmonella enterica	enterica serovar Enteritidis	EC20121986
GCF_000625635.2	Salmonella enterica	enterica serovar Enteritidis	EC20121976
GCF_000625335.2	Salmonella enterica	enterica serovar Enteritidis	EC20121970
GCF_000625315.2	Salmonella enterica	enterica serovar Enteritidis	EC20121969
GCF_000625715.2	Salmonella enterica	enterica serovar Enteritidis	EC20100131
GCF_000625395.2	Salmonella enterica	enterica serovar Enteritidis	EC20090530
GCF_000968775.2	Salmonella enterica	enterica serovar Enteritidis	EC20100100
GCF_000625675.2	Salmonella enterica	enterica serovar Enteritidis	EC20090195
GCF_000626015.2	Salmonella enterica	enterica serovar Enteritidis	EC20130345
GCF_000626035.2	Salmonella enterica	enterica serovar Enteritidis	EC20130346
GCF_000626055.1	Salmonella enterica	enterica serovar Enteritidis	EC20130347
GCF_000626075.2	Salmonella enterica	enterica serovar Enteritidis	EC20130348
GCF_000623055.1	Salmonella enterica	enterica serovar Enteritidis	EC20121175
GCF_000623075.1	Salmonella enterica	enterica serovar Enteritidis	EC20121176
GCF_000624175.1	Salmonella enterica	enterica serovar Enteritidis	EC20121177
GCF_000623095.1	Salmonella enterica	enterica serovar Enteritidis	EC20121178
GCF_000623115.2	Salmonella enterica	enterica serovar Enteritidis	EC20121179
GCF_000623135.1	Salmonella enterica	enterica serovar Enteritidis	EC20121180
GCF_000625415.2	Salmonella enterica	enterica serovar Enteritidis	EC20100088
GCF_000625435.2	Salmonella enterica	enterica serovar Enteritidis	EC20100089
GCF_000626695.2	Salmonella enterica	enterica serovar Enteritidis	EC20100325
GCF_000625835.2	Salmonella enterica	enterica serovar Enteritidis	EC20120051
GCF_000624535.2	Salmonella enterica	enterica serovar Enteritidis	EC20120356
GCF_000625455.2	Salmonella enterica	enterica serovar Enteritidis	EC20120580
GCF_000625475.2	Salmonella enterica	enterica serovar Enteritidis	EC20120581
GCF_000625495.2	Salmonella enterica	enterica serovar Enteritidis	EC20120590
GCF_000625515.2	Salmonella enterica	enterica serovar Enteritidis	EC20120597
GCF_000625555.2	Salmonella enterica	enterica serovar Enteritidis	EC20120686
GCF_000625575.2	Salmonella enterica	enterica serovar Enteritidis	EC20120687
GCF_000624955.2	Salmonella enterica	enterica serovar Enteritidis	EC20120734
GCF_000624975.2	Salmonella enterica	enterica serovar Enteritidis	EC20120738
GCF_000625015.2	Salmonella enterica	enterica serovar Enteritidis	EC20120773
GCF_000625035.2	Salmonella enterica	enterica serovar Enteritidis	EC20120774
GCF_000625095.2	Salmonella enterica	enterica serovar Enteritidis	EC20120917
GCF_000625115.2	Salmonella enterica	enterica serovar Enteritidis	EC20120918
GCF_000625135.2	Salmonella enterica	enterica serovar Enteritidis	EC20120925
GCF_000624795.2	Salmonella enterica	enterica serovar Enteritidis	EC20121689
GCF_000625155.2	Salmonella enterica	enterica serovar Enteritidis	EC20120927
GCF_000626415.2	Salmonella enterica	enterica serovar Enteritidis	EC20120929
GCF_000625215.2	Salmonella enterica	enterica serovar Enteritidis	EC20120969
GCF_001620155.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1783
GCF_001620205.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1727 SAN1261-1
GCF_000988525.3	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1735 SAN2113-2
GCF_001620115.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1736
GCF_001620225.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1676 SAN082
GCF_001623545.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1677
GCF_001623585.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1728
GCF_000963535.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1175
GCF_000940895.2	Salmonella enterica	enterica serovar Anatum	CDC 06-0532
GCF_001620135.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1765
GCF_001623625.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1766
GCF_001623665.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1781
GCF_002761355.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1901
GCF_002761335.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1900
GCF_002761395.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1912
GCF_004328785.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1913
GCF_000940975.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1903
GCF_002761375.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1904
GCF_000973665.2	Salmonella enterica	enterica serovar Montevideo	CDC 86-0391 B94-007410
GCF_002761415.1	Salmonella enterica	enterica serovar Montevideo	CDC 07-0954
GCF_002761435.1	Salmonella enterica	enterica serovar Montevideo	CDC 08-1942
GCF_003054535.1	Salmonella enterica	enterica serovar Montevideo	CDC 2009K-0792
GCF_002761455.1	Salmonella enterica	enterica serovar Montevideo	CDC 2011K-1674
GCF_002761475.1	Salmonella enterica	enterica serovar Montevideo	CDC 2012K-1544
GCF_002761495.1	Salmonella enterica	enterica serovar Montevideo	CDC 2013K-0218
GCF_003071485.1	Salmonella enterica	enterica serovar Montevideo	CDC 2010K-0257
GCF_004136175.1	Salmonella enterica	enterica serovar Newport	CDC 2012K-0938
GCF_004328805.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1923
GCF_004136055.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1924
GCF_004136075.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1925
GCF_004136095.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1926
GCF_000940935.2	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1927
GCF_004136135.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1928
GCF_004136155.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1929
GCF_004136035.1	Salmonella enterica	enterica serovar Newport	CDC 2009K-1331
GCF_000973685.2	Salmonella enterica	enterica serovar Newport	CDC 2010K-2159
GCF_004136115.1	Salmonella enterica	enterica serovar Newport	CDC 2012K-0663 USDA-ARS-USMARC-1936
GCF_001623725.1	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1808 ST1126-1
GCF_001623705.1	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1880 ST13123
GCF_001623845.1	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1896 ST03-F34
GCF_001623765.2	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1898 ST073
GCF_000941015.2	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1899
GCF_001623825.2	Salmonella enterica	enterica serovar Typhimurium	CDC H2662
GCF_001623645.2	Salmonella enterica	enterica serovar Typhimurium	CDC 2010K-1587 USDA-ARS-USMARC-1908
GCF_000973645.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2011K-0870
GCF_001623685.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2011K-1702 USDA-ARS-USMARC-1910
GCF_001623805.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2009K-1640 USDA-ARS-USMARC-1906
GCF_001623775.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2009K-2059
GCF_001623745.2	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1810
GCF_002208965.1	Salmonella enterica	enterica serovar Typhimurium var. 5-	FDAARGOS_312
GCF_003986655.1	Salmonella enterica	enterica serovar Typhimurium var. 5-	CFSAN067217
GCF_003986675.1	Salmonella enterica	enterica serovar Typhimurium var. 5-	CFSAN067216
GCF_002234475.1	Salmonella enterica	salamae serovar 57:z29:z42	ST114
GCF_002777175.1	Salmonella enterica	enterica serovar Hayindogo	FDA957831-1-1
GCF_009664615.1	Salmonella enterica	enterica serovar Birkenhead	AUSMDU00010532
GCF_008727655.1	Salmonella enterica	enterica serovar Albert	AR-0401
GCF_013358425.1	Salmonella enterica	enterica serovar Adjame	389598
GCF_900477905.1	Salmonella enterica	enterica serovar Sundsvall	NCTC9787
GCF_013328855.1	Salmonella enterica	diarizonae serovar 61:k:1,5,(7)	14-SA00836-0
GCF_003994635.1	Salmonella enterica	salamae serovar 42:r:-	RSE09
GCF_003994675.1	Salmonella enterica	salamae serovar 42:r:-	RSE42
GCF_004194635.3	Salmonella enterica	enterica serovar Brancaster	sg_ww281
GCF_900477895.1	Salmonella enterica	enterica serovar Carmel	NCTC9872
GCF_014349455.1	Salmonella enterica	enterica serovar Dessau	KUFSE-CM43
GCF_018336435.1	Salmonella enterica	enterica serovar Dessau	KUFSE-SAL0043
GCF_003324815.1	Salmonella enterica	salamae serovar 56:b:1,5	SA20053897
GCF_003324795.1	Salmonella enterica	salamae serovar 56:z10:e,n,x	SA20011914
GCF_005537135.1	Salmonella enterica	enterica serovar Rough O:-:-	PNCS009887
GCF_005890095.1	Salmonella enterica	enterica serovar Rough O:-:-	PNCS009880
GCF_004792455.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014866
GCF_004919145.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014847
GCF_004919165.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014846
GCF_004919185.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014849
GCF_004919205.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014848
GCF_004919225.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014855
GCF_004919265.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014859
GCF_004919285.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014850
GCF_004919325.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014857
GCF_004919345.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014858
GCF_004919385.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014863
GCF_004919405.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014865
GCF_004919425.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014867
GCF_004919445.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014868
GCF_004919465.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014873
GCF_004941405.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014875
GCF_005094845.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014861
GCF_005144925.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014853
GCF_005144945.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS000211
GCF_005144985.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014860
GCF_005160365.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014864
GCF_005160385.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014876
GCF_005160405.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014880
GCF_005890175.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	SA20070548
GCF_005954705.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	SA20082869
GCF_006385115.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	SA20143792
GCF_009017295.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS007087
GCF_009017315.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS014881
GCF_009017335.1	Salmonella enterica	enterica serovar 1,4,5,12:i:-	PNCS007098
GCF_014123145.1	Salmonella enterica	diarizonae serovar b,50:-:-	XXB1403
